Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Split_Set,Critical_Completeness,Extended_Completeness,Completeness_Score,Source_Quality_Score,Diversity_Weight,Evidence_Weight,Quality_Tier,PXRD_Confirmed,Condition_Signature,Source_DOI,Extraction_Method
POS-0370,813,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,DMF/MeOH,Nessuno,180,24.0,0.05,0.1,0.5,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.654653670707977,0.8613057341415954,A,True,mn|bipyrazole|acetate|dmf/meoh|nessuno|180|24|0.5,,curated_project_dataset
POS-0371,814,2-Methylimidazole,Imidazolati,Cd,Cd(NO3)2·4H2O,DMF/MeOH,Nessuno,140,12.0,0.2,0.25,0.8,,4.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.6123724356957944,0.8528494871391589,A,True,cd|imidazolati|nitrate|dmf/meoh|nessuno|140|12|0.75,,curated_project_dataset
POS-0372,815,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,H2O/EtOH,Nessuno,140,24.0,0.1,0.05,2.0,,6.0,nitrate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.654653670707977,0.8613057341415954,A,True,ni|bipyrazole|nitrate|h2o/etoh|nessuno|140|24|2.0,,curated_project_dataset
POS-0373,816,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DMA,Nessuno,120,4.0,2.0,2.0,1.0,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5222329678670935,0.8348215935734187,A,True,al|bipyrazole|nitrate|dma|nessuno|120|6|1.0,,curated_project_dataset
POS-0374,817,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Zn,Zn(OAc)2·2H2O,DMA,Nessuno,150,24.0,2.0,1.667,1.2,,2.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3779644730092272,0.8059678946018455,A,True,zn|carbossilati aromatici|acetate|dma|nessuno|150|24|1.25,,curated_project_dataset
POS-0375,818,Benzimidazole,Imidazolati,Ni,Ni(NO3)2·6H2O,MeOH,Nessuno,80,18.0,2.0,2.5,0.8,,6.0,nitrate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.8660254037844385,0.9035800807568877,A,True,ni|imidazolati|nitrate|meoh|nessuno|80|18|0.75,,curated_project_dataset
POS-0376,821,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF/H2O,Nessuno,100,4.0,0.5,2.5,0.2,,1.0,acetate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3779644730092272,0.8059678946018455,A,True,cu|bipyrazole|acetate|dmf/h2o|nessuno|100|6|0.25,,curated_project_dataset
POS-0377,823,2-Methylimidazole,Imidazolati,Fe,FeCl3·6H2O,DMF/H2O,Nessuno,25,48.0,0.1,0.05,2.0,,6.0,chloride,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.7071067811865476,0.8717963562373096,A,True,fe|imidazolati|chloride|dmf/h2o|nessuno|20|48|2.0,,curated_project_dataset
POS-0378,824,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,DEF,Nessuno,160,12.0,1.0,5.0,0.2,,4.0,acetate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,ni|carbossilati aromatici|acetate|def|nessuno|160|12|0.25,,curated_project_dataset
POS-0379,825,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,DMF/H2O/EtOH,Nessuno,160,48.0,0.05,0.042,1.2,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.654653670707977,0.8613057341415954,A,True,mn|bipyrazole|acetate|dmf/h2o/etoh|nessuno|160|48|1.25,,curated_project_dataset
POS-0380,826,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,DEF,Nessuno,120,18.0,0.5,1.515,0.33,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,fe|carbossilati aromatici|nitrate|def|nessuno|120|18|0.25,,curated_project_dataset
POS-0381,828,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3·6H2O,DMF/H2O/EtOH,Nessuno,120,48.0,0.2,0.167,1.2,,6.0,chloride,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,fe|bipyrazole|chloride|dmf/h2o/etoh|nessuno|120|48|1.25,,curated_project_dataset
POS-0382,829,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Zn,Zn(NO3)2·6H2O,H2O/EtOH,Nessuno,80,18.0,0.5,0.417,1.2,,6.0,nitrate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3779644730092272,0.8059678946018455,A,True,zn|carbossilati aromatici|nitrate|h2o/etoh|nessuno|80|18|1.25,,curated_project_dataset
POS-0383,830,"3-amino-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,60,72.0,2.0,2.0,1.0,,9.0,nitrate,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5222329678670935,0.8348215935734187,A,True,al|bipyrazole|nitrate|dmf/h2o/etoh|nessuno|60|72|1.0,,curated_project_dataset
POS-0384,831,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,180,4.0,0.1,0.067,1.5,,4.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,cd|carbossilati aromatici|nitrate|dmf|nessuno|180|6|1.5,,curated_project_dataset
POS-0385,832,Benzimidazole,Imidazolati,Co,Co(OAc)2·4H2O,H2O,Nessuno,80,72.0,2.0,1.667,1.2,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.8660254037844385,0.9035800807568877,A,True,co|imidazolati|acetate|h2o|nessuno|80|72|1.25,,curated_project_dataset
POS-0386,834,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(NO3)2·6H2O,DMF/MeOH,Nessuno,140,4.0,1.0,1.0,1.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,co|carbossilati aromatici|nitrate|dmf/meoh|nessuno|140|6|1.0,,curated_project_dataset
POS-0387,835,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMF/MeOH,Nessuno,140,12.0,0.2,0.2,1.0,,0.0,chloride,4.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.43301270189221924,0.8169775403784438,A,True,zr|bipyrazole|chloride|dmf/meoh|nessuno|140|12|1.0,,curated_project_dataset
POS-0388,836,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMA,Nessuno,140,36.0,0.5,0.5,1.0,,0.0,chloride,4.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.43301270189221924,0.8169775403784438,A,True,zr|bipyrazole|chloride|dma|nessuno|140|36|1.0,,curated_project_dataset
POS-0389,837,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,H2O,Nessuno,120,36.0,1.0,1.25,0.8,,4.0,nitrate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.38729833462074165,0.8078346669241483,A,True,cd|bipyrazole|nitrate|h2o|nessuno|120|36|0.75,,curated_project_dataset
POS-0390,839,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,DMA,Nessuno,160,72.0,0.2,0.167,1.2,,2.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,zn|bipyrazole|acetate|dma|nessuno|160|72|1.25,,curated_project_dataset
POS-0391,840,"1,2,4-Triazole",Triazole,Al,Al(NO3)3·9H2O,H2O,Nessuno,60,4.0,0.5,0.333,1.5,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.7745966692414833,0.8852943338482967,A,True,al|triazole|nitrate|h2o|nessuno|60|6|1.5,,curated_project_dataset
POS-0392,841,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF/MeOH,Nessuno,100,36.0,0.1,0.05,2.0,,9.0,nitrate,3.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,fe|bipyrazole|nitrate|dmf/meoh|nessuno|100|36|2.0,,curated_project_dataset
POS-0393,842,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Ni,Ni(NO3)2·6H2O,DMA,Nessuno,80,36.0,0.2,0.167,1.2,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,ni|carbossilati aromatici|nitrate|dma|nessuno|80|36|1.25,,curated_project_dataset
POS-0394,843,Fumaric acid,Carbossilati aromatici,Zr,ZrCl4,H2O/EtOH,Nessuno,120,12.0,0.05,0.042,1.2,,0.0,chloride,4.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.408248290463863,0.8120246580927726,A,True,zr|carbossilati aromatici|chloride|h2o/etoh|nessuno|120|12|1.25,,curated_project_dataset
POS-0395,844,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,H2O/EtOH,Nessuno,180,36.0,0.5,1.515,0.33,,4.0,acetate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,co|carbossilati aromatici|acetate|h2o/etoh|nessuno|180|36|0.25,,curated_project_dataset
POS-0396,845,"3-amino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF/H2O,Nessuno,100,4.0,2.0,4.0,0.5,,6.0,nitrate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.654653670707977,0.8613057341415954,A,True,ni|bipyrazole|nitrate|dmf/h2o|nessuno|100|6|0.5,,curated_project_dataset
POS-0397,847,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF/H2O,Nessuno,140,4.0,1.0,0.833,1.2,,9.0,nitrate,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,fe|bipyrazole|nitrate|dmf/h2o|nessuno|140|6|1.25,,curated_project_dataset
POS-0398,848,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMF,Nessuno,140,12.0,1.0,3.03,0.33,,0.0,chloride,4.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.43301270189221924,0.8169775403784438,A,True,zr|bipyrazole|chloride|dmf|nessuno|140|12|0.25,,curated_project_dataset
POS-0399,849,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(NO3)2·6H2O,DMF,Nessuno,100,4.0,2.0,2.5,0.8,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,co|carbossilati aromatici|nitrate|dmf|nessuno|100|6|0.75,,curated_project_dataset
POS-0400,850,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,DMF,Nessuno,150,4.0,0.2,0.167,1.2,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,co|carbossilati aromatici|acetate|dmf|nessuno|150|6|1.25,,curated_project_dataset
POS-0401,851,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,H2O,Nessuno,80,12.0,0.2,0.167,1.2,,4.0,acetate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.654653670707977,0.8613057341415954,A,True,mn|bipyrazole|acetate|h2o|nessuno|80|12|1.25,,curated_project_dataset
POS-0402,853,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,MeOH,Nessuno,150,18.0,0.2,0.606,0.33,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,co|carbossilati aromatici|acetate|meoh|nessuno|150|18|0.25,,curated_project_dataset
POS-0403,854,Benzimidazole,Imidazolati,Zr,ZrOCl2·8H2O,DMF,Nessuno,150,72.0,0.1,0.05,2.0,,8.0,chloride,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,zr|imidazolati|chloride|dmf|nessuno|150|72|2.0,,curated_project_dataset
POS-0404,855,Fumaric acid,Carbossilati aromatici,Co,Co(OAc)2·4H2O,DMF,Nessuno,180,72.0,0.2,0.1,2.0,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,co|carbossilati aromatici|acetate|dmf|nessuno|180|72|2.0,,curated_project_dataset
POS-0405,857,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Cd,Cd(NO3)2·4H2O,H2O,Nessuno,60,18.0,0.5,0.25,2.0,,4.0,nitrate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,cd|carbossilati aromatici|nitrate|h2o|nessuno|60|18|2.0,,curated_project_dataset
POS-0406,858,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Zn,Zn(NO3)2·6H2O,DMA,Nessuno,120,48.0,0.1,0.067,1.5,,6.0,nitrate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3779644730092272,0.8059678946018455,A,True,zn|carbossilati aromatici|nitrate|dma|nessuno|120|48|1.5,,curated_project_dataset
POS-0407,859,Fumaric acid,Carbossilati aromatici,Zr,ZrCl4,MeOH,Nessuno,120,18.0,0.5,1.0,0.5,,0.0,chloride,4.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.408248290463863,0.8120246580927726,A,True,zr|carbossilati aromatici|chloride|meoh|nessuno|120|18|0.5,,curated_project_dataset
POS-0408,860,2-Methylimidazole,Imidazolati,Zr,ZrOCl2·8H2O,DMF,Nessuno,120,24.0,0.1,0.303,0.33,,8.0,chloride,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,zr|imidazolati|chloride|dmf|nessuno|120|24|0.25,,curated_project_dataset
POS-0409,862,"1,2,4-Triazole",Triazole,Cu,Cu(NO3)2·3H2O,DMF/MeOH,Nessuno,140,24.0,2.0,6.061,0.33,,3.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.7745966692414833,0.8852943338482967,A,True,cu|triazole|nitrate|dmf/meoh|nessuno|140|24|0.25,,curated_project_dataset
POS-0410,863,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Al,AlCl3·6H2O,MeOH,Nessuno,25,12.0,2.0,10.0,0.2,,6.0,chloride,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5222329678670935,0.8348215935734187,A,True,al|bipyrazole|chloride|meoh|nessuno|20|12|0.25,,curated_project_dataset
POS-0411,864,"3-amino-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,DEF,Nessuno,180,72.0,2.0,1.667,1.2,,4.0,acetate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3216337604513384,0.7947017520902677,A,True,co|bipyrazole|acetate|def|nessuno|180|72|1.25,,curated_project_dataset
POS-0412,865,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Al,AlCl3·6H2O,DMF/MeOH,Nessuno,60,72.0,2.0,4.0,0.5,,6.0,chloride,3.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5222329678670935,0.8348215935734187,A,True,al|bipyrazole|chloride|dmf/meoh|nessuno|60|72|0.5,,curated_project_dataset
POS-0413,867,"3-amino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,MeOH,Nessuno,120,12.0,0.05,0.1,0.5,,2.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,zn|bipyrazole|acetate|meoh|nessuno|120|12|0.5,,curated_project_dataset
POS-0414,869,Fumaric acid,Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,DMF,Nessuno,120,24.0,0.1,0.083,1.2,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,ni|carbossilati aromatici|acetate|dmf|nessuno|120|24|1.25,,curated_project_dataset
POS-0415,870,"1,2,4-Triazole",Triazole,Fe,FeCl3·6H2O,DMF,Nessuno,80,36.0,0.1,0.2,0.5,,6.0,chloride,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,fe|triazole|chloride|dmf|nessuno|80|36|0.5,,curated_project_dataset
POS-0416,871,2-Methylimidazole,Imidazolati,Fe,FeCl3·6H2O,H2O,Nessuno,100,4.0,0.2,0.133,1.5,,6.0,chloride,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.7071067811865476,0.8717963562373096,A,True,fe|imidazolati|chloride|h2o|nessuno|100|6|1.5,,curated_project_dataset
POS-0417,872,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Zr,ZrOCl2·8H2O,MeOH,Nessuno,160,48.0,0.05,0.025,2.0,,8.0,chloride,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.408248290463863,0.8120246580927726,A,True,zr|carbossilati aromatici|chloride|meoh|nessuno|160|48|2.0,,curated_project_dataset
POS-0418,873,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF/MeOH,Nessuno,80,18.0,0.05,0.1,0.5,,1.0,acetate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3779644730092272,0.8059678946018455,A,True,cu|bipyrazole|acetate|dmf/meoh|nessuno|80|18|0.5,,curated_project_dataset
POS-0419,874,Benzimidazole,Imidazolati,Al,Al(NO3)3·9H2O,DEF,Nessuno,180,12.0,0.05,0.05,1.0,,9.0,nitrate,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.7745966692414833,0.8852943338482967,A,True,al|imidazolati|nitrate|def|nessuno|180|12|1.0,,curated_project_dataset
POS-0420,875,"3-amino-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,DMF,Nessuno,25,4.0,0.1,0.2,0.5,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3216337604513384,0.7947017520902677,A,True,co|bipyrazole|acetate|dmf|nessuno|20|6|0.5,,curated_project_dataset
POS-0421,876,"3-amino-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,80,12.0,0.5,0.625,0.8,,6.0,nitrate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3216337604513384,0.7947017520902677,A,True,co|bipyrazole|nitrate|dmf/h2o|nessuno|80|12|0.75,,curated_project_dataset
POS-0422,878,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DMF/H2O/EtOH,Nessuno,150,4.0,0.2,0.167,1.2,,4.0,acetate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,mn|carbossilati aromatici|acetate|dmf/h2o/etoh|nessuno|150|6|1.25,,curated_project_dataset
POS-0423,879,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,MeOH,Nessuno,120,48.0,0.05,0.152,0.33,,4.0,acetate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.654653670707977,0.8613057341415954,A,True,mn|bipyrazole|acetate|meoh|nessuno|120|48|0.25,,curated_project_dataset
POS-0424,880,"1,2,4-Triazole",Triazole,Cd,Cd(NO3)2·4H2O,DMF/H2O/EtOH,Nessuno,150,4.0,2.0,2.0,1.0,,4.0,nitrate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,cd|triazole|nitrate|dmf/h2o/etoh|nessuno|150|6|1.0,,curated_project_dataset
POS-0425,881,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,H2O/EtOH,Nessuno,150,4.0,0.1,0.05,2.0,,6.0,nitrate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3216337604513384,0.7947017520902677,A,True,co|bipyrazole|nitrate|h2o/etoh|nessuno|150|6|2.0,,curated_project_dataset
POS-0426,882,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,60,18.0,0.05,0.033,1.5,,6.0,nitrate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3216337604513384,0.7947017520902677,A,True,co|bipyrazole|nitrate|dmf/h2o|nessuno|60|18|1.5,,curated_project_dataset
POS-0427,883,Benzimidazole,Imidazolati,Cu,Cu(NO3)2·3H2O,DEF,Nessuno,80,36.0,0.1,0.05,2.0,,3.0,nitrate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.654653670707977,0.8613057341415954,A,True,cu|imidazolati|nitrate|def|nessuno|80|36|2.0,,curated_project_dataset
POS-0428,884,Fumaric acid,Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,MeOH,Nessuno,160,4.0,2.0,2.0,1.0,,9.0,nitrate,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.4200840252084029,0.8143918050416805,A,True,fe|carbossilati aromatici|nitrate|meoh|nessuno|160|6|1.0,,curated_project_dataset
POS-0429,885,"3-amino-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DEF,Nessuno,25,36.0,2.0,2.5,0.8,,9.0,nitrate,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5222329678670935,0.8348215935734187,A,True,al|bipyrazole|nitrate|def|nessuno|20|36|0.75,,curated_project_dataset
POS-0430,887,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/MeOH,Nessuno,25,36.0,0.05,0.062,0.8,,6.0,nitrate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3216337604513384,0.7947017520902677,A,True,co|bipyrazole|nitrate|dmf/meoh|nessuno|20|36|0.75,,curated_project_dataset
POS-0431,888,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,180,72.0,0.05,0.05,1.0,,9.0,nitrate,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,fe|bipyrazole|nitrate|dmf/h2o/etoh|nessuno|180|72|1.0,,curated_project_dataset
POS-0432,889,Benzimidazole,Imidazolati,Mn,Mn(OAc)2·4H2O,DMF/H2O,Nessuno,160,48.0,0.1,0.125,0.8,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,mn|imidazolati|acetate|dmf/h2o|nessuno|160|48|0.75,,curated_project_dataset
POS-0433,890,Benzimidazole,Imidazolati,Zn,Zn(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,25,36.0,0.05,0.033,1.5,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,1.0,0.930375,A,True,zn|imidazolati|nitrate|dmf/h2o/etoh|nessuno|20|36|1.5,,curated_project_dataset
POS-0434,891,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,H2O/EtOH,Nessuno,120,18.0,2.0,1.667,1.2,,1.0,acetate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3779644730092272,0.8059678946018455,A,True,cu|bipyrazole|acetate|h2o/etoh|nessuno|120|18|1.25,,curated_project_dataset
POS-0435,892,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3·6H2O,DEF,Nessuno,180,72.0,0.2,0.25,0.8,,6.0,chloride,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5773502691896256,0.8458450538379252,A,True,fe|bipyrazole|chloride|def|nessuno|180|72|0.75,,curated_project_dataset
POS-0436,893,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DEF,Nessuno,180,12.0,0.1,0.5,0.2,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5222329678670935,0.8348215935734187,A,True,al|bipyrazole|nitrate|def|nessuno|180|12|0.25,,curated_project_dataset
